Transaction_ID,Date,Transaction_Type,Category,Item_Description,Amount_Raw,Tax_Amount,Total_Amount,Payment_Method,Payment_Status,Vendor_Supplier,Priority_Level
2930,2025-12-04,Expense,Stock Purchase,Raw materials,89437.11,16098.6798,105535.7898,EasyPaisa,Paid,Daraz,Low
2931,2025-05-29,Expense,Salaries,Part-time wages,185546.27,33398.32859999999,218944.5986,Check,Paid,Imtiaz Mall,Low
2932,2025-08-24,Expense,Stock Purchase,Wholesale purchase,134639.87,24235.1766,158875.0466,Cash,Paid,JazzCash,Low
2933,2025-06-29,Income,Interest,Bank interest,32699.75,5885.955,38585.705,Bank Transfer,Paid,Consulting Fee,Low
2934,2025-02-16,Expense,Transport,Vehicle maintenance,13018.84,2343.3912,15362.2312,EasyPaisa,Paid,Metro Karachi,Low
2935,2025-12-16,Income,Refunds,Bank interest,34931.74,6287.713199999999,41219.4532,Bank Transfer,Paid,Customer Payment,Low
2936,2025-06-29,Income,Services,Web development fee,28587.61,5145.7698,33733.3798,Check,Paid,Retail Client,Low
2937,2025-09-13,Expense,Marketing,Billboard rent,15317.77,2757.1986,18074.9686,Check,Paid,K-Electric,Low
2938,2025-09-09,Expense,Salaries,Part-time wages,199955.24,35991.943199999994,235947.1832,Bank Transfer,Pending,JazzCash,Low
2939,2025-09-25,Expense,Rent,Warehouse rent,35212.4,6338.232,41550.632,Cash,Paid,Metro Karachi,High
2940,2025-03-21,Expense,Salaries,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Daraz,Low
2941,2025-11-15,Expense,Maintenance,Furniture repair,23912.96,4304.3328,28217.2928,Bank Transfer,Pending,Shell,Low
2942,2025-06-19,Income,Interest,Bank interest,4071.44,732.8592,4804.2992,Bank Transfer,Paid,Retail Client,Low
2943,2025-08-21,Income,Refunds,Customer refund,44288.35,7971.902999999999,52260.253,Cash,Paid,Retail Client,Low
2944,2025-09-23,Expense,Rent,Warehouse rent,35947.16,6470.4888,42417.6488,Check,Paid,Ali Traders,High
2945,2025-05-27,Income,Services,Cleaning service charge,41392.41,7450.6338,48843.04380000001,Check,Paid,Customer Payment,Low
2946,2025-05-08,Expense,Refunds,Office rent payment,34935.32,6288.357599999999,41223.6776,Cash,Paid,Zong,Low
2947,2025-08-25,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
2948,2025-12-12,Income,Services,Cleaning service charge,41773.16,7519.1688,49292.3288,Check,Paid,Customer Payment,Low
2949,2025-05-10,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
2950,2025-02-19,Expense,Electricity Bill,K-Electric Bill,16300.9,2934.162,19235.062,EasyPaisa,Paid,SSGC,Low
2951,2025-08-20,Income,Sales,Product sale,19549.26,3518.8668,23068.1268,Cash,Paid,Consulting Fee,Low
2952,2025-10-06,Income,Sales,Product sale,502.52,90.4536,592.9736,Check,Paid,Online Sale,Low
2953,2025-09-26,Expense,Transport,Vehicle maintenance,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Imtiaz Mall,Low
2954,2025-02-02,Expense,Marketing,Facebook ads,29766.14,5357.9052,35124.0452,Bank Transfer,Pending,JazzCash,Low
2955,2025-12-23,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Consulting Fee,Low
2956,2025-10-26,Income,Interest,Profit on savings,13831.86,2489.7348,16321.5948,Cash,Paid,Customer Payment,Low
2957,2025-05-03,Expense,Electricity Bill,KE invoice,7970.18,1434.6324,9404.8124,EasyPaisa,Paid,Imtiaz Mall,Low
2958,2025-11-08,Income,Refunds,Bank interest,48021.25,8643.824999999999,56665.075,Bank Transfer,Paid,Retail Client,Low
2959,2025-02-14,Expense,Transport,Vehicle maintenance,14089.87,2536.1766,16626.0466,Check,Paid,Daraz,Low
2960,2025-01-22,Income,Interest,Profit on savings,13531.33,2435.6394,15966.9694,Cash,Pending,Customer Payment,Low
2961,2025-09-22,Expense,Marketing,Leaflet printing,5774.15,1039.347,6813.496999999999,Bank Transfer,Paid,JazzCash,Low
2962,2025-12-05,Income,Refunds,Return payment,33050.99,5949.178199999999,39000.1682,EasyPaisa,Paid,Retail Client,Low
2963,2025-11-22,Expense,Refunds,Leaflet printing,14398.73,2591.7714,16990.5014,Cash,Paid,Salaried Staff,Low
2964,2025-02-26,Income,Services,Web development fee,17575.21,3163.5378,20738.7478,Check,Paid,Customer Payment,Low
2965,2025-12-22,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Metro Karachi,Low
2966,2025-01-16,Income,Sales,Consulting income,21169.67,3810.5406,24980.2106,EasyPaisa,Paid,Consulting Fee,Low
2967,2025-05-16,Income,Sales,Product sale,16143.56,2905.8408,19049.4008,EasyPaisa,Paid,Consulting Fee,Low
2968,2025-08-10,Income,Interest,Profit on savings,43901.67,7902.3006,51803.9706,Check,Paid,Consulting Fee,Low
2969,2025-03-27,Expense,Electricity Bill,Power bill,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,JazzCash,Low
2970,2025-12-19,Expense,Electricity Bill,KE invoice,12712.74,2288.2932,15001.0332,Cash,Paid,Foodpanda,Low
2971,2025-02-03,Income,Interest,Bank interest,22323.27,4018.1886,26341.4586,EasyPaisa,Paid,Retail Client,Low
2972,2025-02-22,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Consulting Fee,Low
2973,2025-12-22,Expense,Stock Purchase,Inventory restock,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,SSGC,Low
2974,2025-04-19,Expense,Rent,Shop rent March,45819.5,8247.51,54067.01,EasyPaisa,Pending,Metro Karachi,High
2975,2025-06-12,Income,Refunds,Product sale,1481.97,266.7546,1748.7246,EasyPaisa,Paid,Consulting Fee,Low
2976,2025-09-30,Expense,Electricity Bill,Power bill,23848.76,4292.7768,28141.5368,EasyPaisa,Paid,Careem,Low
2977,2025-08-01,Income,Services,Cleaning service charge,22825.58,4108.6044,26934.1844,EasyPaisa,Paid,Online Sale,Low
2978,2025-05-01,Expense,Electricity Bill,K-Electric Bill,12395.61,2231.2098,14626.8198,Bank Transfer,Paid,Salaried Staff,Low
2979,2025-02-22,Expense,Salaries,Staff salaries Feb,110942.03,19969.5654,130911.5954,EasyPaisa,Pending,Foodpanda,Low
2980,2025-02-08,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Online Sale,Low
2981,2025-07-12,Income,Services,Cleaning service charge,35662.33,6419.2194,42081.5494,Cash,Pending,Consulting Fee,Low
2982,2025-02-15,Expense,Transport,Fuel charges,2334.47,420.2046,2754.6746,Check,Pending,Imtiaz Mall,Low
2983,2025-12-04,Expense,Marketing,Facebook ads,27172.52,4891.0536,32063.5736,Bank Transfer,Paid,Salaried Staff,Low
2984,2025-03-28,Expense,Rent,Warehouse rent,70138.32,12624.8976,82763.2176,Check,Pending,Ali Traders,High
2985,2025-11-10,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Retail Client,Low
2986,2025-07-11,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Metro Karachi,Low
2987,2025-10-12,Expense,Salaries,Staff salaries Feb,100659.58,18118.7244,118778.3044,Bank Transfer,Pending,Salaried Staff,Low
2988,2025-05-28,Income,Refunds,Return payment,18828.4,3389.112,22217.512,Cash,Paid,Retail Client,Low
2989,2025-06-15,Income,Interest,Profit on savings,25093.44,4516.8192,29610.2592,Bank Transfer,Paid,Online Sale,Low
2990,2025-05-03,Income,Sales,Consulting income,42367.27,7626.1086,49993.3786,Bank Transfer,Paid,Online Sale,Low
2991,2025-12-10,Income,Refunds,Customer refund,8122.32,1462.0176,9584.3376,Bank Transfer,Paid,Online Sale,Low
2992,2025-03-03,Expense,Rent,Warehouse rent,46494.26,8368.9668,54863.2268,Bank Transfer,Paid,SSGC,High
2993,2025-12-20,Income,Sales,Product sale,6905.93,1243.0674,8148.9974,Bank Transfer,Pending,Online Sale,Low
2994,2025-10-28,Expense,Marketing,Leaflet printing,16747.77,3014.5986,19762.3686,EasyPaisa,Paid,Zong,Low
2995,2025-07-30,Income,Refunds,Return payment,40092.36,7216.6248,47308.9848,Check,Paid,Consulting Fee,Low
2996,2025-05-21,Income,Refunds,Cleaning service charge,3160.81,568.9458,3729.7558,Check,Paid,Online Sale,Low
2997,2025-03-04,Expense,Refunds,Wholesale purchase,43699.63,7865.933399999999,51565.5634,Bank Transfer,Paid,Metro Karachi,Low
2998,2025-03-26,Income,Services,Web development fee,39425.22,7096.5396,46521.759600000005,Bank Transfer,Paid,Retail Client,Low
2999,2025-01-15,Expense,Salaries,Monthly payroll,132080.49,23774.4882,155854.97819999998,EasyPaisa,Paid,Shell,Low
3000,2025-09-25,Income,Services,Web development fee,45489.44,8188.099200000001,53677.5392,Bank Transfer,Pending,Online Sale,Low
3001,2025-04-11,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Zong,Low
3002,2025-11-09,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Consulting Fee,Low
3003,2025-04-05,Expense,Maintenance,Furniture repair,15600.87,2808.1566000000003,18409.0266,Check,Paid,SSGC,Low
3004,2025-11-14,Income,Refunds,Return payment,19350.77,3483.1386,22833.9086,Bank Transfer,Pending,Consulting Fee,Low
3005,2025-12-05,Income,Services,Web development fee,18764.64,3377.6352,22142.2752,Bank Transfer,Paid,Retail Client,Low
3006,2025-07-08,Expense,Transport,Vehicle maintenance,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
3007,2025-04-13,Expense,Refunds,AC repair,42277.1,7609.878,49886.978,Bank Transfer,Paid,Imtiaz Mall,Low
3008,2025-04-26,Income,Refunds,Profit on savings,15269.39,2748.4902,18017.8802,Check,Paid,Online Sale,Low
3009,2025-05-17,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Online Sale,Low
3010,2025-02-09,Income,Services,Web development fee,38680.98,6962.5764,45643.5564,EasyPaisa,Paid,Consulting Fee,Low
3011,2025-11-30,Expense,Electricity Bill,K-Electric Bill,17545.11,3158.1198,20703.2298,Check,Paid,Ali Traders,Low
3012,2025-02-10,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
3013,2025-02-23,Income,Interest,Bank interest,13180.76,2372.5368,15553.2968,Cash,Paid,Customer Payment,Low
3014,2025-05-31,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
3015,2025-08-23,Income,Refunds,Customer refund,17726.79,3190.8222,20917.6122,Cash,Paid,Online Sale,Low
3016,2025-06-12,Income,Interest,Bank interest,4062.7,731.286,4793.986,Cash,Paid,Retail Client,Low
3017,2025-01-27,Income,Refunds,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Customer Payment,Low
3018,2025-08-30,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Customer Payment,Low
3020,2025-03-16,Expense,Transport,Vehicle maintenance,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
3021,2025-01-18,Expense,Transport,Fuel charges,4223.3,760.194,4983.494000000001,Cash,Paid,Ali Traders,Low
3022,2025-12-02,Income,Sales,Consulting income,38743.34,6973.801199999999,45717.1412,Bank Transfer,Paid,Customer Payment,Low
3023,2025-12-29,Income,Services,Cleaning service charge,15642.24,2815.6032,18457.8432,Bank Transfer,Paid,Retail Client,Low
3024,2025-12-29,Expense,Maintenance,AC repair,13769.34,2478.4812,16247.8212,Check,Pending,Imtiaz Mall,Low
3025,2025-05-23,Income,Sales,Service revenue,38413.89,6914.5002,45328.3902,Bank Transfer,Paid,Online Sale,Low
3026,2025-08-07,Expense,Stock Purchase,Wholesale purchase,135233.32,24341.9976,159575.3176,EasyPaisa,Pending,K-Electric,Low
3027,2025-12-10,Income,Interest,Bank interest,19377.12,3487.8816,22865.0016,Cash,Paid,Consulting Fee,Low
3028,2025-10-28,Expense,Maintenance,AC repair,1975.15,355.527,2330.677,Bank Transfer,Paid,JazzCash,Low
3029,2025-12-02,Expense,Stock Purchase,Raw materials,64247.91,11564.6238,75812.5338,Cash,Pending,JazzCash,Low
3030,2025-12-14,Income,Services,Cleaning service charge,9747.53,1754.5554,11502.0854,EasyPaisa,Pending,Customer Payment,Low
3031,2025-06-01,Expense,Maintenance,Furniture repair,42366.94,7626.0492,49992.9892,Cash,Paid,Daraz,Low
3032,2025-11-02,Income,Interest,Bank interest,41960.47,7552.8846,49513.3546,EasyPaisa,Pending,Consulting Fee,Low
3033,2025-03-02,Expense,Refunds,Raw materials,26816.84,4827.031199999999,31643.8712,Check,Paid,Metro Karachi,Low
3034,2025-04-20,Expense,Stock Purchase,Wholesale purchase,130542.2,23497.596,154039.796,EasyPaisa,Paid,Foodpanda,Low
3036,2025-08-23,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Online Sale,Low
3037,2025-05-03,Expense,Rent,Shop rent March,56738.43,10212.9174,66951.3474,Check,Pending,K-Electric,High
3038,2025-07-22,Expense,Electricity Bill,Power bill,9467.7,1704.186,11171.886,Check,Pending,Salaried Staff,Low
3039,2025-03-06,Income,Interest,Profit on savings,-9572.0,-1722.96,-11294.96,Check,Paid,Retail Client,Low
3040,2025-02-16,Expense,Stock Purchase,Raw materials,59484.71,10707.2478,70191.9578,Bank Transfer,Paid,Salaried Staff,Low
3041,2025-07-13,Income,Sales,Service revenue,39006.74,7021.213199999999,46027.9532,Check,Paid,Retail Client,Low
3043,2025-12-04,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Customer Payment,Low
3044,2025-08-07,Expense,Marketing,Billboard rent,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,SSGC,Low
3045,2025-10-22,Expense,Salaries,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Zong,Low
3046,2025-09-29,Expense,Rent,Warehouse rent,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Shell,High
3047,2025-01-12,Expense,Rent,Warehouse rent,31143.73,5605.8714,36749.6014,Bank Transfer,Paid,Metro Karachi,High
3048,2025-06-13,Income,Services,Cleaning service charge,37801.83,6804.3294,44606.1594,Check,Pending,Online Sale,Low
3050,2025-01-31,Income,Interest,Profit on savings,45435.88,8178.458399999999,53614.33839999999,Cash,Paid,Consulting Fee,Low
3051,2025-04-22,Expense,Rent,Office rent payment,53588.14,9645.8652,63234.0052,Cash,Pending,Careem,High
3052,2025-06-11,Expense,Stock Purchase,Wholesale purchase,134526.0,24214.68,158740.68,Bank Transfer,Paid,Salaried Staff,Low
3053,2025-06-04,Expense,Rent,Shop rent March,68123.63,12262.2534,80385.8834,Cash,Paid,Daraz,High
3054,2025-11-01,Expense,Electricity Bill,Power bill,21504.14,3870.7452,25374.8852,Check,Paid,Careem,Low
3055,2025-12-13,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,K-Electric,Low
3056,2025-12-04,Income,Services,Cleaning service charge,39982.95,7196.931,47179.881,EasyPaisa,Pending,Consulting Fee,Low
3057,2025-09-03,Expense,Stock Purchase,Inventory restock,52736.97,9492.6546,62229.6246,Cash,Paid,SSGC,Low
3058,2025-09-19,Income,Interest,Profit on savings,20265.86,3647.8548,23913.7148,Bank Transfer,Paid,Online Sale,Low
3059,2025-01-18,Expense,Electricity Bill,KE invoice,12161.02,2188.9836,14350.0036,Bank Transfer,Paid,Salaried Staff,Low
3060,2025-01-06,Income,Interest,Bank interest,17982.65,3236.877,21219.527,EasyPaisa,Paid,Online Sale,Low
3061,2025-01-13,Income,Interest,Profit on savings,43706.05,7867.089,51573.139,Cash,Paid,Retail Client,Low
3062,2025-10-02,Income,Refunds,Return payment,22240.22,4003.2396,26243.4596,EasyPaisa,Paid,Customer Payment,Low
3063,2025-10-02,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Consulting Fee,Low
3064,2025-04-21,Income,Sales,Service revenue,33219.58,5979.5244,39199.1044,Check,Paid,Consulting Fee,Low
3065,2025-02-08,Income,Services,Cleaning service charge,31643.92,5695.905599999999,37339.8256,Check,Paid,Retail Client,Low
3066,2025-08-05,Expense,Rent,Warehouse rent,63279.49,11390.3082,74669.79819999999,Bank Transfer,Paid,Zong,High
3067,2025-04-09,Expense,Salaries,Staff salaries Feb,137821.6,24807.888,162629.488,Check,Pending,Imtiaz Mall,Low
3068,2025-05-27,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Shell,Low
3069,2025-08-16,Income,Sales,Consulting income,41422.03,7455.965399999999,48877.9954,Check,Paid,Customer Payment,Low
3070,2025-04-11,Income,Interest,Bank interest,49392.11,8890.5798,58282.6898,Bank Transfer,Pending,Retail Client,Low
3071,2025-03-31,Income,Sales,Product sale,15345.55,2762.199,18107.749,Cash,Paid,Retail Client,Low
3072,2025-10-20,Expense,Stock Purchase,Raw materials,124610.8,22429.944,147040.744,Bank Transfer,Paid,Daraz,Low
3073,2025-05-17,Income,Refunds,Return payment,45764.64,8237.635199999999,54002.2752,Check,Paid,Consulting Fee,Low
3074,2025-04-28,Expense,Marketing,Facebook ads,35080.23,6314.441400000001,41394.67140000001,Bank Transfer,Pending,Zong,Low
3076,2025-11-19,Expense,Rent,Warehouse rent,73742.62,13273.671599999998,87016.2916,Bank Transfer,Paid,Ali Traders,High
3077,2025-04-09,Income,Sales,Product sale,47556.22,8560.1196,56116.3396,EasyPaisa,Paid,Retail Client,Low
3078,2025-08-11,Income,Interest,Bank interest,36505.98,6571.0764,43077.0564,EasyPaisa,Paid,Customer Payment,Low
3079,2025-09-24,Income,Refunds,Product sale,45185.15,8133.327,53318.477,Check,Paid,Online Sale,Low
3080,2025-04-06,Income,Sales,Service revenue,16952.48,3051.4464,20003.9264,Cash,Paid,Online Sale,Low
3081,2025-02-25,Expense,Maintenance,AC repair,15346.79,2762.4222,18109.2122,Bank Transfer,Paid,Daraz,Low
3082,2025-07-08,Expense,Marketing,Billboard rent,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,K-Electric,Low
3083,2025-06-24,Income,Interest,Profit on savings,30619.06,5511.4308,36130.4908,EasyPaisa,Paid,Online Sale,Low
3084,2025-01-02,Expense,Rent,Shop rent March,40073.06,7213.150799999999,47286.2108,EasyPaisa,Pending,Ali Traders,High
3085,2025-08-10,Income,Refunds,Return payment,25025.05,4504.509,29529.559,EasyPaisa,Paid,Retail Client,Low
3086,2025-07-27,Income,Services,Web development fee,44666.88,8040.038399999999,52706.9184,EasyPaisa,Paid,Consulting Fee,Low
3087,2025-07-09,Income,Sales,Product sale,38917.16,7005.0888,45922.2488,Check,Paid,Consulting Fee,Low
3088,2025-12-14,Expense,Salaries,Part-time wages,166453.81,29961.6858,196415.4958,Cash,Pending,Daraz,Low
3089,2025-03-15,Income,Sales,Service revenue,39492.43,7108.6374,46601.0674,Check,Paid,Retail Client,Low
3090,2025-10-06,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
3091,2025-08-23,Income,Services,Web development fee,17779.21,3200.2578,20979.4678,Cash,Pending,Retail Client,Low
3092,2025-05-05,Expense,Rent,Warehouse rent,45221.01,8139.7818,53360.7918,Bank Transfer,Pending,Salaried Staff,High
3093,2025-02-23,Income,Refunds,Customer refund,44262.3,7967.214,52229.514,Bank Transfer,Paid,Consulting Fee,Low
3094,2025-05-18,Income,Services,Cleaning service charge,40412.31,7274.215799999999,47686.5258,EasyPaisa,Paid,Customer Payment,Low
3095,2025-12-27,Income,Interest,Bank interest,20860.65,3754.917,24615.567000000003,Check,Paid,Customer Payment,Low
3096,2025-06-02,Income,Sales,Product sale,35625.59,6412.606199999999,42038.1962,Cash,Paid,Customer Payment,Low
3097,2025-07-08,Expense,Transport,Fuel charges,13473.0,2425.14,15898.14,Cash,Paid,Metro Karachi,Low
3098,2025-01-29,Expense,Salaries,Monthly payroll,173442.81,31219.7058,204662.5158,EasyPaisa,Pending,Salaried Staff,Low
3099,2025-04-29,Expense,Salaries,Monthly payroll,117156.88,21088.2384,138245.1184,Bank Transfer,Paid,Foodpanda,Low
3100,2025-01-26,Expense,Marketing,Billboard rent,36681.05,6602.589,43283.639,Cash,Pending,Salaried Staff,Low
3101,2025-10-31,Expense,Transport,Petrol for delivery,4583.8,825.084,5408.884,Bank Transfer,Paid,Shell,Low
3102,2025-03-14,Expense,Maintenance,AC repair,8134.86,1464.2748,9599.1348,Check,Paid,Careem,Low
3103,2025-02-24,Expense,Electricity Bill,KE invoice,21656.76,3898.2168,25554.9768,Bank Transfer,Pending,SSGC,Low
3104,2025-12-13,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Customer Payment,Low
3105,2025-07-24,Expense,Marketing,Facebook ads,29184.8,5253.264,34438.064,Check,Pending,Zong,Low
3106,2025-04-08,Income,Interest,Bank interest,45581.5,8204.67,53786.17,Check,Pending,Retail Client,Low
3107,2025-11-22,Income,Services,Web development fee,44275.78,7969.640399999999,52245.4204,Cash,Paid,Consulting Fee,Low
3108,2025-07-09,Income,Services,Web development fee,4742.79,853.7022,5596.4922,Bank Transfer,Paid,Online Sale,Low
3109,2025-07-27,Expense,Electricity Bill,KE invoice,5793.37,1042.8066,6836.1766,EasyPaisa,Pending,Zong,Low
3110,2025-09-10,Expense,Salaries,Part-time wages,139450.81,25101.1458,164551.9558,Bank Transfer,Pending,JazzCash,Low
3112,2025-08-17,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
3113,2025-05-14,Expense,Salaries,Monthly payroll,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Daraz,Low
3114,2025-07-23,Expense,Rent,Warehouse rent,50355.89,9064.0602,59419.9502,Check,Paid,Salaried Staff,High
3115,2025-08-17,Expense,Electricity Bill,KE invoice,20349.61,3662.9298,24012.5398,Bank Transfer,Paid,Careem,Low
3116,2025-08-24,Income,Interest,Profit on savings,38923.05,7006.149,45929.199,Check,Paid,Online Sale,Low
3117,2025-11-23,Income,Refunds,Customer refund,41989.62,7558.131600000001,49547.7516,EasyPaisa,Paid,Retail Client,Low
3118,2025-06-07,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
3119,2025-08-03,Expense,Marketing,Leaflet printing,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Imtiaz Mall,Low
3120,2025-03-24,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
3121,2025-06-29,Income,Services,Cleaning service charge,37463.55,6743.439,44206.989,Bank Transfer,Pending,Consulting Fee,Low
3122,2025-03-03,Expense,Refunds,Power bill,16804.81,3024.8658,19829.6758,Check,Paid,Zong,Low
3123,2025-02-11,Expense,Transport,Fuel charges,3512.93,632.3273999999999,4145.2574,Bank Transfer,Paid,Ali Traders,Low
3124,2025-08-22,Expense,Salaries,Staff salaries Feb,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Zong,Low
3126,2025-09-29,Income,Refunds,Customer refund,24942.94,4489.7292,29432.6692,Cash,Pending,Retail Client,Low
3127,2025-05-23,Expense,Marketing,Billboard rent,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
3129,2025-11-09,Expense,Transport,Fuel charges,9218.01,1659.2418,10877.2518,Bank Transfer,Paid,SSGC,Low
3131,2025-05-21,Expense,Transport,Fuel charges,12318.92,2217.4056,14536.3256,EasyPaisa,Paid,Metro Karachi,Low
3132,2025-07-27,Expense,Maintenance,AC repair,35859.75,6454.755,42314.505,Cash,Pending,Shell,Low
3133,2025-03-16,Income,Services,Web development fee,3999.1,719.838,4718.938,Check,Paid,Consulting Fee,Low
3134,2025-03-24,Income,Refunds,Customer refund,1196.01,215.2818,1411.2918,Bank Transfer,Paid,Online Sale,Low
3135,2025-04-10,Expense,Marketing,Billboard rent,8933.48,1608.0264,10541.5064,Bank Transfer,Paid,Zong,Low
3136,2025-11-26,Income,Sales,Product sale,40672.54,7321.0572,47993.5972,Cash,Pending,Retail Client,Low
3137,2025-01-09,Expense,Stock Purchase,Wholesale purchase,24634.98,4434.2964,29069.2764,Cash,Pending,Foodpanda,Low
3138,2025-08-30,Expense,Stock Purchase,Inventory restock,49597.03,8927.4654,58524.4954,Check,Paid,Shell,Low
3139,2025-10-20,Expense,Electricity Bill,KE invoice,19828.54,3569.1372,23397.6772,Bank Transfer,Pending,Imtiaz Mall,Low
3140,2025-09-19,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
3141,2025-08-02,Income,Sales,Consulting income,36329.63,6539.3334,42868.96339999999,Bank Transfer,Paid,Online Sale,Low
3142,2025-05-18,Expense,Electricity Bill,K-Electric Bill,17045.87,3068.2566,20114.1266,Bank Transfer,Pending,Foodpanda,Low
3143,2025-09-05,Income,Services,Web development fee,49835.14,8970.3252,58805.4652,Cash,Paid,Retail Client,Low
3144,2025-04-07,Income,Refunds,Profit on savings,35378.77,6368.178599999999,41746.9486,Check,Paid,Customer Payment,Low
3145,2025-06-01,Expense,Rent,Office rent payment,51304.77,9234.8586,60539.6286,EasyPaisa,Pending,Salaried Staff,High
3146,2025-10-22,Expense,Stock Purchase,Inventory restock,108425.67,19516.6206,127942.2906,Bank Transfer,Paid,Imtiaz Mall,Low
3147,2025-10-21,Income,Sales,Service revenue,18564.8,3341.664,21906.464,Bank Transfer,Paid,Consulting Fee,Low
3148,2025-06-24,Income,Interest,Bank interest,7326.62,1318.7916,8645.4116,EasyPaisa,Paid,Retail Client,Low
3149,2025-12-08,Income,Refunds,Return payment,15189.51,2734.1118,17923.6218,Bank Transfer,Paid,Consulting Fee,Low
3150,2025-05-20,Expense,Salaries,Staff salaries Feb,137185.97,24693.4746,161879.4446,Cash,Pending,JazzCash,Low
3151,2025-04-09,Income,Sales,Service revenue,5645.87,1016.2566,6662.1266,Bank Transfer,Pending,Customer Payment,Low
3152,2025-10-14,Expense,Rent,Office rent payment,35056.08,6310.0944,41366.1744,EasyPaisa,Paid,Imtiaz Mall,High
3153,2025-04-14,Expense,Salaries,Part-time wages,115569.74,20802.5532,136372.2932,Cash,Pending,JazzCash,Low
3154,2025-04-11,Expense,Electricity Bill,Power bill,16837.35,3030.7229999999995,19868.073,Cash,Paid,Careem,Low
3155,2025-08-24,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Online Sale,Low
3156,2025-06-23,Income,Services,Cleaning service charge,11540.32,2077.2576,13617.5776,Check,Pending,Retail Client,Low
3157,2025-06-13,Expense,Salaries,Monthly payroll,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
3158,2025-05-13,Expense,Rent,Office rent payment,56432.4,10157.832,66590.232,Cash,Paid,SSGC,High
3159,2025-03-13,Expense,Stock Purchase,Raw materials,92099.47,16577.904599999998,108677.3746,Cash,Paid,Imtiaz Mall,Low
